Vocabulary Size, Context Size, Embedding Mode, Embedding Size, POS Tag, English Lemma, Word Form, Translation Vocabulary Size, Closest Correct Translation, Closest Correct Translation Vocabulary Size, (Average Lemma) Relative Rank, Actual Closest Translation, Average POS Relative Rank
500 , 4 , state , 5 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.898 , old ,
500 , 4 , state , 5 , Verb  , (to) take  ,  ,  ,  ,  , 0.898 ,  ,
500 , 4 , state , 5 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.702 , sure ,
500 , 4 , state , 5 , Verb  , (to) play  ,  ,  ,  ,  , 0.702 ,  ,
500 , 4 , state , 5 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.912 , old ,
500 , 4 , state , 5 , Verb  , (to) have  , habe , 500 , has , 500 , 0.91 , old ,
500 , 4 , state , 5 , Verb  , (to) have  , hat , 500 , has , 500 , 0.908 , old ,
500 , 4 , state , 5 , Verb  , (to) have  , haben , 500 , has , 500 , 0.914 , old ,
500 , 4 , state , 5 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.914 , old ,
500 , 4 , state , 5 , Verb  , (to) have  ,  ,  ,  ,  , 0.9116 ,  ,
500 , 4 , state , 5 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.8006249999999999
500 , 4 , state , 5 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  , good  , besten , 500 , well , 500 , 0.906 , old ,
500 , 4 , state , 5 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.902 , old ,
500 , 4 , state , 5 , Adjectives/Adverbs  , good  , gut , 500 , well , 500 , 0.904 , old ,
500 , 4 , state , 5 , Adjectives/Adverbs  , good  , gute , 500 , well , 500 , 0.902 , old ,
500 , 4 , state , 5 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.9035000000000001 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.23399999999999999 , sure ,
500 , 4 , state , 5 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.23399999999999999 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  , high  , große , 500 , high , 500 , 0.888 , old ,
500 , 4 , state , 5 , Adjectives/Adverbs  , high  , großen , 500 , high , 500 , 0.886 , old ,
500 , 4 , state , 5 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.887 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.8031428571428573
500 , 4 , state , 5 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Noun  , day  , tagen , 500 , day , 500 , 0.794 , sure ,
500 , 4 , state , 5 , Noun  , day  , tage , 500 , day , 500 , 0.812 , sure ,
500 , 4 , state , 5 , Noun  , day  , tag , 500 , day , 500 , 0.8240000000000001 , sure ,
500 , 4 , state , 5 , Noun  , day  ,  ,  ,  ,  , 0.81 ,  ,
500 , 4 , state , 5 , Noun  , male  , mann , 500 , men , 500 , 0.8160000000000001 , sure ,
500 , 4 , state , 5 , Noun  , male  ,  ,  ,  ,  , 0.8160000000000001 ,  ,
500 , 4 , state , 5 , Noun  , female  , frau , 500 , woman , 500 , 0.5780000000000001 , sure ,
500 , 4 , state , 5 , Noun  , female  , frauen , 500 , woman , 500 , 0.598 , sure ,
500 , 4 , state , 5 , Noun  , female  ,  ,  ,  ,  , 0.5880000000000001 ,  ,
500 , 4 , state , 5 , Noun  , country  , land , 500 , country , 500 , 0.050000000000000044 , sure ,
500 , 4 , state , 5 , Noun  , country  ,  ,  ,  ,  , 0.050000000000000044 ,  ,
500 , 4 , state , 5 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 5 , Noun  , year  , jahren , 500 , year , 500 , 0.644 , sure ,
500 , 4 , state , 5 , Noun  , year  , jahre , 500 , year , 500 , 0.654 , sure ,
500 , 4 , state , 5 , Noun  , year  , jahres , 500 , year , 500 , 0.628 , sure ,
500 , 4 , state , 5 , Noun  , year  , jahr , 500 , year , 500 , 0.6619999999999999 , sure ,
500 , 4 , state , 5 , Noun  , year  ,  ,  ,  ,  , 0.647 ,  ,
500 , 4 , state , 5 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.6418181818181818
500 , 4 , state , 5 , Proper Noun   , America  , usa , 500 , america , 500 , 0.21999999999999997 , sure ,
500 , 4 , state , 5 , Proper Noun   , America  ,  ,  ,  ,  , 0.21999999999999997 ,  ,
500 , 4 , state , 5 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.21999999999999997
500 , 4 , state , 10 , Proper Noun  , Moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Proper Noun  , Russia  , russland , 500 , russia , 500 , 0.04600000000000004 , sure ,
500 , 4 , state , 10 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.04600000000000004 ,  ,
500 , 4 , state , 10 , Proper Noun  , Europe  , europa , 500 , europe , 500 , 0.728 , sure ,
500 , 4 , state , 10 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.728 ,  ,
500 , 4 , state , 10 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.387
500 , 4 , state , 10 , Verb  , (to) go  , ging , 500 , go , 500 , 0.958 , old ,
500 , 4 , state , 10 , Verb  , (to) go  , gehen , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 10 , Verb  , (to) go  , geht , 500 , go , 500 , 0.958 , old ,
500 , 4 , state , 10 , Verb  , (to) go  ,  ,  ,  ,  , 0.9566666666666667 ,  ,
500 , 4 , state , 10 , Verb  , (to) show  , zeigt , 500 , show , 500 , 0.644 , sure ,
500 , 4 , state , 10 , Verb  , (to) show  , zeigen , 500 , show , 500 , 0.626 , sure ,
500 , 4 , state , 10 , Verb  , (to) show  ,  ,  ,  ,  , 0.635 ,  ,
500 , 4 , state , 10 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Verb  , (to) make  , gemacht , 500 , make , 500 , 0.5720000000000001 , sure ,
500 , 4 , state , 10 , Verb  , (to) make  , machen , 500 , make , 500 , 0.524 , sure ,
500 , 4 , state , 10 , Verb  , (to) make  , macht , 500 , make , 500 , 0.56 , sure ,
500 , 4 , state , 10 , Verb  , (to) make  ,  ,  ,  ,  , 0.552 ,  ,
500 , 4 , state , 10 , Verb  , (to) do  , tun , 500 , do , 500 , 0.98 , old ,
500 , 4 , state , 10 , Verb  , (to) do  ,  ,  ,  ,  , 0.98 ,  ,
500 , 4 , state , 10 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.81 , sure ,
500 , 4 , state , 10 , Verb  , (to) take  ,  ,  ,  ,  , 0.81 ,  ,
500 , 4 , state , 10 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.744 , sure ,
500 , 4 , state , 10 , Verb  , (to) play  ,  ,  ,  ,  , 0.744 ,  ,
500 , 4 , state , 10 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.904 , old ,
500 , 4 , state , 10 , Verb  , (to) have  , habe , 500 , has , 500 , 0.904 , old ,
500 , 4 , state , 10 , Verb  , (to) have  , hat , 500 , has , 500 , 0.91 , old ,
500 , 4 , state , 10 , Verb  , (to) have  , haben , 500 , has , 500 , 0.902 , old ,
500 , 4 , state , 10 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.902 , old ,
500 , 4 , state , 10 , Verb  , (to) have  ,  ,  ,  ,  , 0.9044000000000001 ,  ,
500 , 4 , state , 10 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.80325
500 , 4 , state , 10 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  , good  , besten , 500 , well , 500 , 0.914 , old ,
500 , 4 , state , 10 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.916 , old ,
500 , 4 , state , 10 , Adjectives/Adverbs  , good  , gut , 500 , well , 500 , 0.916 , old ,
500 , 4 , state , 10 , Adjectives/Adverbs  , good  , gute , 500 , well , 500 , 0.916 , old ,
500 , 4 , state , 10 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.9155 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.244 , sure ,
500 , 4 , state , 10 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.244 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  , high  , große , 500 , high , 500 , 0.89 , old ,
500 , 4 , state , 10 , Adjectives/Adverbs  , high  , großen , 500 , high , 500 , 0.89 , old ,
500 , 4 , state , 10 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.89 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.8122857142857142
500 , 4 , state , 10 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Noun  , day  , tagen , 500 , day , 500 , 0.882 , old ,
500 , 4 , state , 10 , Noun  , day  , tage , 500 , day , 500 , 0.882 , old ,
500 , 4 , state , 10 , Noun  , day  , tag , 500 , day , 500 , 0.876 , old ,
500 , 4 , state , 10 , Noun  , day  ,  ,  ,  ,  , 0.88 ,  ,
500 , 4 , state , 10 , Noun  , male  , mann , 500 , man , 500 , 0.882 , old ,
500 , 4 , state , 10 , Noun  , male  ,  ,  ,  ,  , 0.882 ,  ,
500 , 4 , state , 10 , Noun  , female  , frau , 500 , woman , 500 , 0.51 , sure ,
500 , 4 , state , 10 , Noun  , female  , frauen , 500 , woman , 500 , 0.504 , sure ,
500 , 4 , state , 10 , Noun  , female  ,  ,  ,  ,  , 0.507 ,  ,
500 , 4 , state , 10 , Noun  , country  , land , 500 , country , 500 , 0.05400000000000005 , sure ,
500 , 4 , state , 10 , Noun  , country  ,  ,  ,  ,  , 0.05400000000000005 ,  ,
500 , 4 , state , 10 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 10 , Noun  , year  , jahren , 500 , year , 500 , 0.6659999999999999 , sure ,
500 , 4 , state , 10 , Noun  , year  , jahre , 500 , year , 500 , 0.6679999999999999 , sure ,
500 , 4 , state , 10 , Noun  , year  , jahres , 500 , year , 500 , 0.6679999999999999 , sure ,
500 , 4 , state , 10 , Noun  , year  , jahr , 500 , year , 500 , 0.6719999999999999 , sure ,
500 , 4 , state , 10 , Noun  , year  ,  ,  ,  ,  , 0.6684999999999999 ,  ,
500 , 4 , state , 10 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.6603636363636364
500 , 4 , state , 10 , Proper Noun   , America  , usa , 500 , america , 500 , 0.21799999999999997 , sure ,
500 , 4 , state , 10 , Proper Noun   , America  ,  ,  ,  ,  , 0.21799999999999997 ,  ,
500 , 4 , state , 10 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.21799999999999997
500 , 4 , state , 15 , Proper Noun  , Moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Proper Noun  , Russia  , russland , 500 , russia , 500 , 0.052000000000000046 , sure ,
500 , 4 , state , 15 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.052000000000000046 ,  ,
500 , 4 , state , 15 , Proper Noun  , Europe  , europa , 500 , europe , 500 , 0.746 , sure ,
500 , 4 , state , 15 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.746 ,  ,
500 , 4 , state , 15 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.399
500 , 4 , state , 15 , Verb  , (to) go  , ging , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 15 , Verb  , (to) go  , gehen , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 15 , Verb  , (to) go  , geht , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 15 , Verb  , (to) go  ,  ,  ,  ,  , 0.9540000000000001 ,  ,
500 , 4 , state , 15 , Verb  , (to) show  , zeigt , 500 , show , 500 , 0.652 , sure ,
500 , 4 , state , 15 , Verb  , (to) show  , zeigen , 500 , show , 500 , 0.642 , sure ,
500 , 4 , state , 15 , Verb  , (to) show  ,  ,  ,  ,  , 0.647 ,  ,
500 , 4 , state , 15 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Verb  , (to) make  , gemacht , 500 , make , 500 , 0.604 , sure ,
500 , 4 , state , 15 , Verb  , (to) make  , machen , 500 , make , 500 , 0.5920000000000001 , sure ,
500 , 4 , state , 15 , Verb  , (to) make  , macht , 500 , make , 500 , 0.604 , sure ,
500 , 4 , state , 15 , Verb  , (to) make  ,  ,  ,  ,  , 0.6000000000000001 ,  ,
500 , 4 , state , 15 , Verb  , (to) do  , tun , 500 , do , 500 , 0.972 , old ,
500 , 4 , state , 15 , Verb  , (to) do  ,  ,  ,  ,  , 0.972 ,  ,
500 , 4 , state , 15 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.846 , sure ,
500 , 4 , state , 15 , Verb  , (to) take  ,  ,  ,  ,  , 0.846 ,  ,
500 , 4 , state , 15 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.752 , sure ,
500 , 4 , state , 15 , Verb  , (to) play  ,  ,  ,  ,  , 0.752 ,  ,
500 , 4 , state , 15 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.918 , old ,
500 , 4 , state , 15 , Verb  , (to) have  , habe , 500 , has , 500 , 0.918 , old ,
500 , 4 , state , 15 , Verb  , (to) have  , hat , 500 , has , 500 , 0.918 , old ,
500 , 4 , state , 15 , Verb  , (to) have  , haben , 500 , has , 500 , 0.918 , old ,
500 , 4 , state , 15 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.918 , old ,
500 , 4 , state , 15 , Verb  , (to) have  ,  ,  ,  ,  , 0.9179999999999999 ,  ,
500 , 4 , state , 15 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.8197499999999999
500 , 4 , state , 15 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  , good  , besten , 500 , well , 500 , 0.904 , old ,
500 , 4 , state , 15 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.904 , old ,
500 , 4 , state , 15 , Adjectives/Adverbs  , good  , gut , 500 , well , 500 , 0.9 , old ,
500 , 4 , state , 15 , Adjectives/Adverbs  , good  , gute , 500 , well , 500 , 0.9 , old ,
500 , 4 , state , 15 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.902 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.252 , sure ,
500 , 4 , state , 15 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.252 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  , high  , große , 500 , high , 500 , 0.888 , old ,
500 , 4 , state , 15 , Adjectives/Adverbs  , high  , großen , 500 , high , 500 , 0.886 , old ,
500 , 4 , state , 15 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.887 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.8048571428571429
500 , 4 , state , 15 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Noun  , day  , tagen , 500 , day , 500 , 0.858 , old ,
500 , 4 , state , 15 , Noun  , day  , tage , 500 , day , 500 , 0.858 , old ,
500 , 4 , state , 15 , Noun  , day  , tag , 500 , day , 500 , 0.856 , old ,
500 , 4 , state , 15 , Noun  , day  ,  ,  ,  ,  , 0.8573333333333334 ,  ,
500 , 4 , state , 15 , Noun  , male  , mann , 500 , man , 500 , 0.898 , old ,
500 , 4 , state , 15 , Noun  , male  ,  ,  ,  ,  , 0.898 ,  ,
500 , 4 , state , 15 , Noun  , female  , frau , 500 , women , 500 , 0.554 , sure ,
500 , 4 , state , 15 , Noun  , female  , frauen , 500 , women , 500 , 0.556 , sure ,
500 , 4 , state , 15 , Noun  , female  ,  ,  ,  ,  , 0.555 ,  ,
500 , 4 , state , 15 , Noun  , country  , land , 500 , country , 500 , 0.062000000000000055 , sure ,
500 , 4 , state , 15 , Noun  , country  ,  ,  ,  ,  , 0.062000000000000055 ,  ,
500 , 4 , state , 15 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 15 , Noun  , year  , jahren , 500 , year , 500 , 0.6799999999999999 , sure ,
500 , 4 , state , 15 , Noun  , year  , jahre , 500 , year , 500 , 0.6819999999999999 , sure ,
500 , 4 , state , 15 , Noun  , year  , jahres , 500 , year , 500 , 0.6799999999999999 , sure ,
500 , 4 , state , 15 , Noun  , year  , jahr , 500 , year , 500 , 0.6839999999999999 , sure ,
500 , 4 , state , 15 , Noun  , year  ,  ,  ,  ,  , 0.6815 ,  ,
500 , 4 , state , 15 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.6698181818181818
500 , 4 , state , 15 , Proper Noun   , America  , usa , 500 , america , 500 , 0.24 , sure ,
500 , 4 , state , 15 , Proper Noun   , America  ,  ,  ,  ,  , 0.24 ,  ,
500 , 4 , state , 15 , Proper Noun   ,  ,  ,  ,  ,  ,  ,  , 0.24
500 , 4 , state , 20 , Proper Noun  , Moscow  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Proper Noun  , Paris  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Proper Noun  , England  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Proper Noun  , Washington  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Proper Noun  , London  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Proper Noun  , France  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Proper Noun  , Russia  , russland , 500 , russia , 500 , 0.04200000000000004 , sure ,
500 , 4 , state , 20 , Proper Noun  , Russia  ,  ,  ,  ,  , 0.04200000000000004 ,  ,
500 , 4 , state , 20 , Proper Noun  , Europe  , europa , 500 , europe , 500 , 0.718 , sure ,
500 , 4 , state , 20 , Proper Noun  , Europe  ,  ,  ,  ,  , 0.718 ,  ,
500 , 4 , state , 20 , Proper Noun  ,  ,  ,  ,  ,  ,  ,  , 0.38
500 , 4 , state , 20 , Verb  , (to) go  , ging , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 20 , Verb  , (to) go  , gehen , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 20 , Verb  , (to) go  , geht , 500 , go , 500 , 0.954 , old ,
500 , 4 , state , 20 , Verb  , (to) go  ,  ,  ,  ,  , 0.9540000000000001 ,  ,
500 , 4 , state , 20 , Verb  , (to) show  , zeigt , 500 , show , 500 , 0.622 , sure ,
500 , 4 , state , 20 , Verb  , (to) show  , zeigen , 500 , show , 500 , 0.61 , sure ,
500 , 4 , state , 20 , Verb  , (to) show  ,  ,  ,  ,  , 0.616 ,  ,
500 , 4 , state , 20 , Verb  , (to) drive  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Verb  , (to) make  , gemacht , 500 , make , 500 , 0.5700000000000001 , sure ,
500 , 4 , state , 20 , Verb  , (to) make  , machen , 500 , make , 500 , 0.554 , sure ,
500 , 4 , state , 20 , Verb  , (to) make  , macht , 500 , make , 500 , 0.5640000000000001 , sure ,
500 , 4 , state , 20 , Verb  , (to) make  ,  ,  ,  ,  , 0.5626666666666668 ,  ,
500 , 4 , state , 20 , Verb  , (to) do  , tun , 500 , do , 500 , 0.97 , old ,
500 , 4 , state , 20 , Verb  , (to) do  ,  ,  ,  ,  , 0.97 ,  ,
500 , 4 , state , 20 , Verb  , (to) help  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Verb  , (to) think  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Verb  , (to) move  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Verb  , (to) take  , nehmen , 500 , take , 500 , 0.872 , old ,
500 , 4 , state , 20 , Verb  , (to) take  ,  ,  ,  ,  , 0.872 ,  ,
500 , 4 , state , 20 , Verb  , (to) feel  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Verb  , (to) play  , spielen , 500 , play , 500 , 0.746 , sure ,
500 , 4 , state , 20 , Verb  , (to) play  ,  ,  ,  ,  , 0.746 ,  ,
500 , 4 , state , 20 , Verb  , (to) have  , hatte , 500 , has , 500 , 0.922 , old ,
500 , 4 , state , 20 , Verb  , (to) have  , habe , 500 , has , 500 , 0.922 , old ,
500 , 4 , state , 20 , Verb  , (to) have  , hat , 500 , has , 500 , 0.922 , old ,
500 , 4 , state , 20 , Verb  , (to) have  , haben , 500 , has , 500 , 0.922 , old ,
500 , 4 , state , 20 , Verb  , (to) have  , hatten , 500 , has , 500 , 0.922 , old ,
500 , 4 , state , 20 , Verb  , (to) have  ,  ,  ,  ,  , 0.922 ,  ,
500 , 4 , state , 20 , Verb  ,  ,  ,  ,  ,  ,  ,  , 0.8112500000000002
500 , 4 , state , 20 , Adjectives/Adverbs  , Russian  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  , bad  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  , good  , besten , 500 , well , 500 , 0.906 , old ,
500 , 4 , state , 20 , Adjectives/Adverbs  , good  , besser , 500 , well , 500 , 0.904 , old ,
500 , 4 , state , 20 , Adjectives/Adverbs  , good  , gut , 500 , well , 500 , 0.906 , old ,
500 , 4 , state , 20 , Adjectives/Adverbs  , good  , gute , 500 , well , 500 , 0.898 , old ,
500 , 4 , state , 20 , Adjectives/Adverbs  , good  ,  ,  ,  ,  , 0.9035000000000001 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  , European  , europäischen , 500 , european , 500 , 0.22599999999999998 , sure ,
500 , 4 , state , 20 , Adjectives/Adverbs  , European  ,  ,  ,  ,  , 0.22599999999999998 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  , high  , große , 500 , high , 500 , 0.894 , old ,
500 , 4 , state , 20 , Adjectives/Adverbs  , high  , großen , 500 , high , 500 , 0.892 , old ,
500 , 4 , state , 20 , Adjectives/Adverbs  , high  ,  ,  ,  ,  , 0.893 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  , small  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  , American  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Adjectives/Adverbs  ,  ,  ,  ,  ,  ,  ,  , 0.8037142857142857
500 , 4 , state , 20 , Noun  , player  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Noun  , day  , tagen , 500 , day , 500 , 0.834 , old ,
500 , 4 , state , 20 , Noun  , day  , tage , 500 , day , 500 , 0.832 , sure ,
500 , 4 , state , 20 , Noun  , day  , tag , 500 , day , 500 , 0.834 , sure ,
500 , 4 , state , 20 , Noun  , day  ,  ,  ,  ,  , 0.8333333333333334 ,  ,
500 , 4 , state , 20 , Noun  , male  , mann , 500 , man , 500 , 0.88 , old ,
500 , 4 , state , 20 , Noun  , male  ,  ,  ,  ,  , 0.88 ,  ,
500 , 4 , state , 20 , Noun  , female  , frau , 500 , women , 500 , 0.546 , sure ,
500 , 4 , state , 20 , Noun  , female  , frauen , 500 , women , 500 , 0.554 , sure ,
500 , 4 , state , 20 , Noun  , female  ,  ,  ,  ,  , 0.55 ,  ,
500 , 4 , state , 20 , Noun  , country  , land , 500 , country , 500 , 0.05600000000000005 , sure ,
500 , 4 , state , 20 , Noun  , country  ,  ,  ,  ,  , 0.05600000000000005 ,  ,
500 , 4 , state , 20 , Noun  , driver  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Noun  , movement  ,  ,  ,  ,  , -1 ,  ,
500 , 4 , state , 20 , Noun  , year  , jahren , 500 , year , 500 , 0.6699999999999999 , sure ,
500 , 4 , state , 20 , Noun  , year  , jahre , 500 , year , 500 , 0.6679999999999999 , sure ,
500 , 4 , state , 20 , Noun  , year  , jahres , 500 , year , 500 , 0.6699999999999999 , sure ,
500 , 4 , state , 20 , Noun  , year  , jahr , 500 , year , 500 , 0.6739999999999999 , sure ,
500 , 4 , state , 20 , Noun  , year  ,  ,  ,  ,  , 0.6705 ,  ,
500 , 4 , state , 20 , Noun  ,  ,  ,  ,  ,  ,  ,  , 0.6561818181818182
500 , 4 , state , 20 , Proper Noun   , America  , usa , 500 , america , 500 , 0.258 , sure ,
